time,callsign,parameter,x,y,maneuvering_time,maneuvering_parameter,time_offset,condition,WTC,flight level,head,velocity,cas,heading,altitude,drct,sknt,skyl1,distance_to_changi,bearing_to_changi,is_peakhour,is_planroute,num_planroute,nearest_wp,nearest_wp_dist_km,num_other_plane,duration
26601,VJC973,250,104.1445716,2.043548562,26629,260,28,,1,0,0,1,290.0077517,184.9676513,7475.0,190.0,9,1800,78.29905211,192.8438754,0,False,,PASPU,7.602058874,11,3.3280000000013388
26633,TGW677,250,104.1069187,2.448228691,26663,260,30,,1,0,0,1,290.4424241,180.929302,17100.0,190.0,9,1800,122.0566656,186.2180403,0,True,9.0,PIBAP,6.434681678,11,3.903999999998632
26739,SIA939,220,104.4587181,1.151236799,26774,210,35,,2,0,0,1,255.1973378,326.170678,12300.0,190.0,9,1800,57.11216986,293.6214572,0,True,4.0,LAVAX,1.498694688,11,2.992000000002008
26755,TGW677,220,104.1053746,2.260986194,26796,230,41,,1,0,0,1,262.3127473,180.2415876,13300.0,190.0,9,1800,101.3615906,187.3962462,0,True,9.0,PIBAP,27.13572902,11,3.327999999997701
27550,CPA2691,220,104.1050487,2.138030883,27581,240,31,,2,0,0,1,270.4700973,180.0,11150.0,190.0,9,1800,87.81560355,188.5211122,0,True,9.0,PASPU,16.6450609,7,5.536000000000058
28594,AIQ355,250,104.1055929,2.183718793,28634,230,40,,1,0,0,1,292.614774,179.8314604,10725.0,180.0,9,1800,92.85133355,188.0935509,0,True,9.0,PASPU,21.69713996,7,4.768000000000029
28754,CEB807,220,104.2117929,1.339233331,28791,210,37,,1,0,0,1,245.317175,343.3447459,5375.0,180.0,9,1800,24.95606435,274.5430063,0,True,2.0,DOVAN,1.343452891,7,5.695999999999913
31781,SIA232,250,104.5386057,0.978015885,31816,250,35,,2,0,0,1,279.6635857,334.9708867,13675.0,180.0,9,1800,74.31520795,304.5507035,0,True,5.0,IBULA,16.38543581,23,11.648000000001048
32906,SIA298,250,104.4251885,1.183639392,32937,250,31,,2,0,0,1,268.8101743,301.9925519,10350.0,180.0,9,1800,52.28451184,291.6396359,1,True,6.0,LAVAX,3.869452306,24,4.211199999997916
33041,SIA298,220,104.2757388,1.284981295,33074,230,33,,2,0,0,1,243.4952209,304.1466195,8150.0,180.0,9,1800,32.97380469,284.0588608,1,True,6.0,DOVAN,8.34403433,23,4.821329999998852
33065,AWQ506,220,104.4708091,1.126974821,33088,220,23,,1,0,0,1,252.9669959,335.6321676,11241.66667,180.0,9,1800,59.45616553,295.4848871,1,True,5.0,LAVAX,4.495234848,23,3.680000000000291
33131,THY54,250,104.1071871,1.995508131,33170,270,39,,2,0,0,1,290.1647398,187.7099319,7633.333333,180.0,9,1800,72.22415606,190.5708071,1,True,9.0,PASPU,0.918325858,23,4.319999999999709
33229,THY54,220,104.1292558,1.861358508,33238,230,9,,2,0,0,1,271.1312306,156.9029105,6450.0,180.0,9,1800,58.23842555,195.642148,1,False,,PASPU,14.20682339,23,5.3439999999973224
33640,QFA81,220,104.3923225,1.205841042,33664,220,24,,2,0,0,1,251.920129,303.9903337,10050.0,180.0,9,2000,47.98726056,290.5077672,1,True,6.0,RUVIK,6.67479859,23,5.311999999998079
34780,SIA851,170,104.1053746,2.381790038,34783,170,3,,2,0,1,0,293.1169087,179.481068,15700.0,180.0,9,2000,114.695634,186.532471,1,True,9.0,PIBAP,13.77774235,20,2.7839999999996508
35373,TGW605,250,104.1053087,2.42518533,35402,270,29,,1,0,0,1,284.1034461,179.333896,18950.0,190.0,8,2000,119.4901036,186.2657811,1,True,9.0,PIBAP,8.979257262,17,5.145600000003469
35481,SIA917,335,104.2691092,1.289217509,35487,340,6,,2,0,1,0,249.721006,304.0534639,8725.0,190.0,8,2000,32.14566412,283.5633722,1,True,6.0,DOVAN,7.470477402,17,4.117330000000948
35503,SIA917,220,104.2481037,1.307967994,35547,220,44,,2,0,0,1,243.4506443,329.8389238,8275.0,190.0,8,2000,29.42392656,280.6813453,1,True,6.0,DOVAN,4.389569146,17,4.272000000004482
35586,TGW605,220,104.1752959,2.10090626,35598,220,12,,1,0,0,1,275.1623293,162.7077917,13225.0,190.0,8,2000,85.29773264,194.1285983,1,False,,PASPU,14.77866526,17,4.544000000001688
36538,CEB805,220,104.809665,1.172068846,36578,220,40,,1,0,0,1,246.7073258,268.4872246,16087.5,190.0,8,2000,93.628737,282.6959761,1,True,4.0,KEXAS,0.519379701,14,8.319999999999709
36583,SIA27,220,104.8916599,1.173861147,36594,230,11,,2,0,0,1,238.3329129,268.5764815,21050.0,190.0,8,2000,102.5011026,281.4690566,1,True,4.0,KEXAS,9.647256508,14,6.271999999997206
36646,TGW843,220,104.1049195,2.388034724,36665,230,19,,2,0,0,1,255.4267981,179.856633,17312.5,190.0,8,2000,115.3798234,186.4682858,1,True,9.0,PIBAP,13.08716878,13,4.319999999999709
36882,FIN131,220,104.1050246,2.387136575,36898,220,17,,2,0,0,1,259.6835188,180.0,17458.33333,190.0,8,2000,115.2819072,186.4796468,1,True,9.0,PIBAP,13.18647991,13,4.518400000000838
36890,CEB805,8000,104.4216969,1.186019853,36935,3000,45,,1,1,0,0,218.6780571,303.8206768,10150.0,190.0,8,2000,51.82619509,291.5258093,1,True,6.0,LAVAX,4.338803886,13,3.1999999999970896
37250,TGW813,170,104.1750865,2.342857272,37257,170,7,,1,0,1,0,224.3689539,150.2385818,16487.5,240.0,4,2000,111.5767028,190.7429567,1,False,,PIBAP,19.69130358,11,3.8399999999965075
37320,TGW813,180,104.1994566,2.252243031,37326,180,6,,1,0,1,0,232.0597398,168.9959268,14725.0,240.0,4,2000,102.2829374,193.2868191,1,False,,PIBAP,30.0020378,12,4.66132999999536
37342,TGW843,200,104.1823848,1.902953368,37377,190,35,,2,0,0,1,234.8525735,167.2683427,9662.5,240.0,4,2000,64.43740454,199.5936197,1,False,,PASPU,12.70918806,12,3.3919999999998254
37357,FIN131,220,104.1556336,2.080982078,37376,240,19,,2,0,0,1,264.2831058,168.7387039,9712.5,240.0,4,2000,82.63103004,193.0336886,1,False,,PASPU,11.7720337,12,4.544000000001688
37448,TGW813,185,104.2077429,2.08653247,37469,190,21,,1,0,1,0,229.386603,178.0925736,11900.0,240.0,4,2000,84.71713141,196.7591408,1,False,,PASPU,15.82916922,12,4.040000000000873
38061,AAR753,185,104.1997825,2.221618574,38067,180,6,,2,0,1,0,218.8191865,176.3365064,6150.0,240.0,4,2000,98.9805076,193.7602255,1,False,,PASPU,27.95277558,11,3.434659999998985
38286,AAR753,190,104.1950342,1.982162353,38289,205,3,,2,0,1,0,201.5043872,181.9853633,6150.0,240.0,4,2000,73.22456648,198.3191142,1,False,,PASPU,10.03396198,9,3.434659999998985
38509,TGW361,230,104.8286101,1.172286943,38515,230,6,,1,0,1,0,216.1290194,268.1020401,17750.0,240.0,4,2000,95.67930506,282.405021,1,True,4.0,KEXAS,2.627990941,9,3.797339999997348
41385,PAL501,5000,104.3917583,1.206261478,41402,2500,17,,1,1,0,0,246.2477197,304.6953021,9150.0,230.0,3,2000,47.91214004,290.4816698,0,True,6.0,RUVIK,6.596756223,11,9.088000000003376
41538,AIQ351,280,104.3834776,2.384902909,41572,280,34,,1,0,0,1,302.3922841,149.3675734,13000.0,230.0,3,2000,122.4566664,201.0403917,0,False,,PIBAP,33.7597192,12,5.4799999999959255
41578,AIQ351,7000,104.4155521,2.325347811,41593,10000,15,,1,1,0,0,297.8435956,164.9557689,13000.0,230.0,3,2000,117.6936827,203.8190608,0,False,,PIBAP,39.92196582,12,4.864000000001397
41745,AIQ351,250,104.3603816,2.085267809,41780,250,35,,1,0,0,1,280.7088381,208.3325419,10037.5,230.0,3,2000,90.94325011,207.0771515,0,False,,PASPU,30.39841186,13,4.031999999999243
42251,THA409,175,104.4508572,2.25201102,42258,175,7,,2,0,1,0,293.9199087,153.8027948,11725.0,230.0,3,2000,112.0293557,207.3419165,0,False,,PIBAP,47.65450692,12,3.4175999999933993
42444,THA409,250,104.4374126,1.975424979,42465,250,21,,2,0,0,1,286.7594383,222.6408667,7408.333333,260.0,4,2000,84.99311459,216.0013802,0,False,,PASPU,37.00611857,12,3.5711999999984982
42590,THA409,220,104.3083664,1.834409416,42599,220,9,,2,0,0,1,254.131035,222.5602079,6420.0,260.0,4,2000,63.92250001,213.8579783,0,False,,PASPU,28.25776632,11,2.048000000002503
42652,KAL643,9000,104.5736901,2.355056629,42674,6000,22,,2,1,0,0,286.5617359,190.1278831,17025.0,260.0,4,2000,128.6588919,210.402608,0,False,,PIBAP,54.74774354,11,3.584000000002561
42750,SIA236,220,104.5192239,1.029144153,42772,220,22,,2,0,0,1,250.3148241,331.73184,8975.0,260.0,4,2000,69.40248724,301.6925351,0,True,5.0,LAVAX,16.57917249,11,5.184000000001106
43479,TGW899,230,104.4477318,2.034425866,43508,230,29,,2,0,1,0,247.023393,179.1317307,15050.0,260.0,4,2000,91.02183273,214.1580278,0,False,,PASPU,38.48083295,12,2.2399999999979627
43919,JST7,280,104.8958572,0.729385418,43947,290,28,,2,0,0,1,310.1822144,288.5448948,19487.5,260.0,4,2000,122.7091971,304.6686685,0,True,5.0,IKIMA,2.513680322,11,8.031999999999243
45107,TGW303,190,104.053834,2.398790214,45139,170,32,,1,0,1,0,288.2109945,187.6561254,13000.0,,2,2000,116.0726015,183.6150844,0,False,,PIBAP,13.18870679,12,4.28799999999319
45414,TGW303,4000,104.1048159,1.934600752,45457,2500,43,,1,1,0,0,285.4044038,179.8737261,6125.0,,2,2000,65.52554008,191.4306049,0,True,9.0,PASPU,5.849400684,13,7.10399999999936
45649,RBA423,220,104.8417241,1.172650717,45693,220,44,,1,0,0,1,243.1976091,268.5923128,16625.0,,2,2000,97.09512322,282.1971782,0,True,4.0,KEXAS,4.088004193,13,5.8879999999990105
45795,SIA222,250,104.7262492,0.794628505,45826,250,31,,3,0,0,1,298.7323641,291.438952,15575.0,,2,2000,103.1824856,307.3101435,0,True,5.0,IBULA,15.04920161,13,4.447999999996682
45904,UAL29,345,104.2646578,1.292569432,45935,350,31,,2,0,1,0,219.9919323,304.3812739,9225.0,,2,2000,31.5781681,283.1164348,0,True,6.0,DOVAN,6.852450669,13,5.8879999999990105
46593,SIA919,250,104.4681373,1.288686935,46632,250,39,,2,0,0,1,287.0401242,308.3245208,10675.0,,2,2000,53.91241147,278.1052165,0,False,,HOSBA,8.381007046,17,5.162669999997888
46604,SIA919,310,104.4558664,1.298400722,46636,315,32,,2,0,1,0,283.9448652,308.7375259,10425.0,,2,2000,52.41697486,277.1462785,0,False,,HOSBA,6.652435753,17,5.162669999997888
47180,SIA228,250,104.4383162,1.19462572,47203,250,23,,2,0,0,1,313.3332576,321.2242655,10250.0,,2,2000,53.21689996,289.8376533,0,True,6.0,LAVAX,3.815126335,17,5.696000000003551
47244,SIA228,320,104.3740002,1.274460498,47270,325,26,,2,0,1,0,297.4434164,321.1598666,8800.0,,2,2000,43.88050216,282.0774198,0,False,,RUVIK,5.223200969,17,5.0879999999961
47310,SIA228,220,104.3191621,1.345847882,47342,210,32,,2,0,0,1,252.1216757,323.8942547,7508.333333,,2,2000,36.83418247,271.9331831,0,False,,HOSBA,9.712242246,18,2.8799999999973807
47453,SIA157,150,104.6775481,2.282821639,47463,150,10,,2,0,1,0,301.2103483,128.655413,13012.5,,2,2000,128.3390033,216.6763194,0,False,,PIBAP,68.31059174,18,10.047999999995227
47517,SIA157,250,104.7426029,2.19916991,47537,250,20,,2,0,1,0,293.1933966,148.6323801,13000.0,,2,2000,125.7101402,221.8597054,0,False,,PASPU,74.69244728,18,4.949339999999211
47551,SIA157,11000,104.7679061,2.150161676,47571,11000,20,,2,1,0,0,290.4112315,171.3935878,13000.0,,2,2000,123.6605397,224.516391,0,False,,PASPU,75.90828448,18,3.7439999999987776
47684,SIA157,9000,104.6235009,2.038467284,47723,9500,39,,2,1,0,0,281.7001941,249.0065091,11075.0,,2,2000,103.5904609,222.9983344,0,False,,PASPU,57.95852661,20,3.456000000005588
47793,BAW16,345,104.3602673,1.227349676,47833,345,40,,2,0,1,0,257.908406,304.2833034,11375.0,330.0,3,1800,43.82288059,289.2104605,0,True,6.0,RUVIK,2.387185244,20,3.3280000000013388
47950,SIA711,220,104.5535699,2.457678784,47960,220,10,,2,0,1,0,296.2596143,138.7002067,13000.0,330.0,3,1800,137.5854191,207.192847,0,False,,PIBAP,50.17795683,19,5.311999999998079
48047,SIA157,7000,104.1895876,1.873214711,48073,7000,26,,2,1,0,0,217.3090175,248.5823273,8100.0,330.0,3,1800,61.61870951,201.3264128,0,False,,PASPU,15.75638012,21,8.480000000003201
48091,SIA157,180,104.1436187,1.8553859,48098,175,7,,2,0,1,0,212.612128,249.0069984,7775.0,330.0,3,1800,58.05466841,197.3365708,0,False,,PASPU,15.22733258,21,4.0
48422,SIA711,180,104.2709561,1.807576697,48433,180,11,,2,0,1,0,285.765586,197.3050143,13000.0,330.0,3,1800,59.15549776,212.122453,0,False,,PASPU,27.14290908,21,4.544000000001688
48472,SIA711,9000,104.2633262,1.726913452,48485,5500,13,,2,1,0,0,292.7347594,177.0230641,13000.0,330.0,3,1800,51.26861832,216.6541383,0,False,,NYLON,21.32453084,21,4.416000000004715
48511,SIA601,220,104.6847172,2.290466186,48523,220,12,,2,0,1,0,256.3800218,154.394993,16025.0,330.0,3,1800,129.4965812,216.734609,0,False,,PIBAP,68.75626629,21,4.213340000002063
48519,SIA879,220,104.6926479,2.428174317,48525,220,6,,2,0,1,0,262.6994867,149.7228789,18862.5,330.0,3,1800,142.545955,213.3360159,0,False,,PIBAP,65.92618217,21,4.2133300000059535
48657,SIA711,200,104.2734185,1.433250289,48665,200,8,,2,0,1,0,288.1140881,178.6763179,10150.0,330.0,3,1800,32.84102662,255.0418623,0,False,,DOKTA,10.64512219,21,2.944000000003143
48663,SIA711,250,104.2736143,1.423919555,48682,250,19,,2,0,0,1,288.5944361,180.0847009,10025.0,330.0,3,1800,32.60983645,256.8131833,0,False,,DOKTA,10.73532118,21,2.944000000003143
48669,AAR751,11000,104.3987194,1.842537448,48682,11000,13,,2,1,0,0,289.1040675,187.2634343,13000.0,330.0,3,1800,70.70323541,220.2230319,0,False,,PASPU,36.39816095,20,4.3136000000013155
48733,SIA711,225,104.2471262,1.326232832,48742,225,9,,2,0,1,0,263.371682,197.8742854,9075.0,330.0,3,1800,29.00806808,276.7761344,0,True,6.0,DOVAN,3.731493227,20,3.2960000000020955
48831,AAR751,250,104.363298,1.588176023,48853,250,22,,2,0,0,1,285.8014908,188.2444704,11100.0,330.0,3,1800,49.00123756,238.364245,0,False,,BIPOP,22.51726897,20,5.504000000000815
48864,JSA246,315,104.6546724,0.822112486,48875,315,11,,1,0,1,0,261.6941528,290.8817028,18775.0,330.0,3,1800,95.03054414,308.7519001,0,True,5.0,IBULA,6.522183524,20,4.441599999998289
48885,AAR751,220,104.3518381,1.509642452,48895,220,10,,2,0,1,0,260.3656211,188.4238159,11100.0,330.0,3,1800,43.86142711,247.2385226,0,False,,BIPOP,20.10215706,20,3.680000000000291
48893,AAR751,9000,104.3502393,1.499038674,48911,8000,18,,2,1,0,0,257.4349156,190.1866411,11100.0,330.0,3,1800,43.2533592,248.5877518,0,False,,HOSBA,19.65980522,20,3.3919999999998254
48928,SIA711,220,104.0881967,1.137908902,48948,210,20,,2,0,0,1,244.8283941,222.8644989,6000.0,330.0,3,1800,26.78748268,335.4302186,0,True,2.0,BTM,4.962917494,20,4.096000000005006
48953,TGW431,260,104.2137017,1.145782359,48964,260,11,,1,0,1,0,258.1187839,265.8435085,7100.0,330.0,3,1800,34.36801077,313.1105461,0,True,4.0,IGNON,0.246542578,20,4.927999999999884
48992,TGW431,6000,104.1676277,1.139086559,49017,0,25,,1,1,0,0,233.0846588,259.523649,7075.0,330.0,3,1800,31.39894143,320.509571,0,True,4.0,BTM,3.885941123,20,4.273779999995895
49021,SIA833,14000,104.1051666,1.942671351,49043,14500,22,,2,1,0,0,257.6178781,180.0,15000.0,330.0,3,1800,66.41302069,191.3101432,0,True,9.0,PASPU,4.956988582,20,5.472000000001572
49032,SIA833,220,104.1052613,1.924655624,49078,240,46,,2,0,0,1,265.8704523,179.7824634,14975.0,330.0,3,1800,64.45199173,191.6685663,0,True,9.0,PASPU,6.94911348,20,5.472000000001572
49043,SIA601,11000,104.3810569,1.61512753,49056,11000,13,,2,1,0,0,254.1816601,196.8846168,13000.0,330.0,3,1800,52.27573534,236.7027525,0,False,,BIPOP,25.43995303,20,5.472000000001572
49061,SIA601,245,104.3734793,1.590177789,49062,245,1,,2,0,1,0,253.5947707,196.9107133,12900.0,330.0,3,1800,50.08312543,238.8267845,0,False,,BIPOP,23.66179398,20,3.562659999995958
49081,SIA879,13000,104.3158838,1.753784157,49101,13500,20,,2,1,0,0,251.7607582,177.1532032,14000.0,330.0,3,1800,57.22659785,219.5629441,0,False,,NYLON,27.83232563,20,3.5199999999967986
49094,SIA929,220,104.59273,0.860961769,49130,220,36,,1,0,0,1,255.598474,335.2486371,17325.0,330.0,3,1800,86.96076197,309.3715615,0,True,5.0,IBULA,2.110547107,20,3.0293299999975716
49100,SIA833,140,104.1057349,1.827035621,49109,140,9,,2,0,1,0,248.0771649,179.2791602,14475.0,330.0,3,1800,53.87898677,194.0586334,0,True,9.0,PASPU,17.74361836,20,3.029340000000957
49109,AAR751,220,104.1789456,1.269479468,49135,210,26,,2,0,0,1,246.2145073,217.8229473,8100.0,330.0,3,1800,23.35117494,294.6323742,0,True,2.0,DOVAN,7.45994475,20,5.5679999999993015
49109,AAR751,7000,104.1789456,1.269479468,49136,2500,27,,2,1,0,0,246.2145073,217.8229473,8100.0,330.0,3,1800,23.35117494,294.6323742,0,True,2.0,DOVAN,7.45994475,20,5.5679999999993015
49124,JSA246,220,104.387062,1.087005604,49145,210,21,,1,0,0,1,259.8588589,317.506566,10775.0,330.0,3,1800,53.56719418,304.0913752,0,False,,LAVAX,11.29568104,20,3.8843099999940023
49155,SIA879,220,104.3213416,1.648926716,49170,220,15,,2,0,0,1,254.4092302,177.3272918,13525.0,330.0,3,1800,49.26087696,228.7841834,0,False,,BIPOP,21.72498475,21,3.8843100000012782
49163,SIA833,13000,104.1399251,1.753483079,49178,13500,15,,2,1,0,0,239.5983492,138.3647477,13975.0,330.0,3,1800,47.21046066,200.9609818,0,False,,NYLON,15.66408696,21,3.8079999999972642
49188,SIA929,360,104.5369603,0.981170498,49194,360,6,,1,0,1,0,230.1653139,334.5133459,16150.0,330.0,3,1800,73.96583329,304.4072516,0,True,5.0,IBULA,16.77886381,21,4.352000000006228
49351,SIA929,260,104.5388188,1.190782869,49355,250,4,,1,0,1,0,228.5653868,3.26927731,13787.5,330.0,3,1800,63.96166806,286.8018219,0,False,,LAVAX,9.909126576,21,3.263999999995576
49358,TGW289,13000,104.6584609,0.821088217,49371,2500,13,,1,1,0,0,255.5818554,291.0517532,17025.0,330.0,3,1800,95.43048894,308.6469893,0,True,5.0,IBULA,6.956537228,21,3.264000000002852
50072,SIA439,200,104.070181,1.31556686,50076,195,4,,1,0,1,0,246.9405079,203.4706277,7225.0,330.0,3,1800,10.23159415,296.7630594,0,True,9.0,DOSPA,7.333313925,17,5.2959999999948195
50083,SIA439,220,104.0645948,1.301788185,50103,220,20,,1,0,0,1,249.5417814,197.8182343,7025.0,330.0,3,1800,10.49714835,305.7933873,0,True,9.0,DOSPA,5.948899627,16,5.2960000000020955
50390,AIQ353,220,104.0943883,1.372650135,50416,220,26,,1,0,0,1,254.1673203,202.9997029,7050.0,330.0,3,1800,11.95383001,261.6305135,0,True,9.0,VTK,9.312173738,16,6.207999999998719
50390,AIQ353,4000,104.0943883,1.372650135,50407,2500,17,,1,1,0,0,254.1673203,202.9997029,7050.0,330.0,3,1800,11.95383001,261.6305135,0,True,9.0,VTK,9.312173738,16,6.207999999998719
50789,QFA1,220,104.2476583,1.110449285,50811,210,22,,3,0,0,1,245.7187198,274.5560226,6725.0,330.0,3,1800,39.81000882,313.5260934,0,False,,DOGRA,2.398983898,16,3.5200000000040745
51170,SIA945,250,104.436556,1.0018971,51213,250,43,,2,0,0,1,282.6571918,285.95446,10450.0,330.0,3,1800,63.60647823,308.3775144,0,False,,LAVAX,18.01577422,16,3.552000000003318
51364,SIA945,220,104.1892215,1.073168591,51383,210,19,,2,0,0,1,240.1843289,286.3045053,7250.0,330.0,3,1800,38.68434108,324.6735274,0,False,,DOGRA,5.930561226,15,4.511999999995169
51405,SIA185,200,104.0872192,1.356124878,51406,195,1,,2,0,1,0,217.54905,203.2189537,8050.0,330.0,3,1800,11.03000873,270.5066567,0,True,9.0,RWY 02C DER,9.749975185,15,4.352000000006228
51708,SIA895,220,104.0791656,1.337081864,51724,220,16,,2,0,0,1,247.5702304,202.9639406,7050.0,330.0,3,1800,10.37354251,282.3288601,0,True,9.0,RWY 02C DER,9.315293933,15,9.727999999995518
51957,TGW611,250,104.1051666,1.955356859,51983,260,26,,1,0,0,1,287.2220557,179.4360572,18362.5,330.0,3,1800,67.79675599,191.0763601,0,True,9.0,PASPU,3.554295105,14,3.776000000005297
52838,TGW493,250,104.2628607,1.149764936,52850,210,12,,1,0,0,1,275.8625634,265.588765,6800.0,330.0,3,1800,38.27085562,307.0245064,0,True,4.0,IGNON,5.247314343,12,3.1039999999993597
52881,TGW493,265,104.2051825,1.145599298,52923,275,42,,1,0,1,0,263.5924789,265.4929777,6150.0,330.0,3,1800,33.69700709,314.2362495,0,True,4.0,IGNON,1.188620698,12,4.351999999998952
53090,SIA204,250,104.7141382,0.799209438,53134,260,44,,1,0,0,1,288.033589,290.9314413,19200.0,330.0,3,1800,101.8035653,307.5412926,0,True,5.0,IBULA,13.60915082,11,3.6160000000018044
53249,SIA807,250,104.1266489,1.447540261,53277,250,28,,2,0,0,1,281.6853338,197.9444041,7075.0,330.0,5,1800,18.40923942,236.8485857,0,True,9.0,POSUB,1.104715566,11,3.0720000000001164
53259,SIA921,250,104.4284006,1.163040027,53280,240,21,,2,0,0,1,278.5918739,266.7024211,10650.0,330.0,5,1800,53.49841903,293.7793547,0,True,4.0,LAVAX,2.83831473,11,3.584000000002561
53321,SIA807,4000,104.0887345,1.359278653,53334,2000,13,,2,1,0,0,251.5715703,203.4610334,7050.0,330.0,5,1800,11.20088478,268.7049986,0,True,9.0,VTK,9.650443383,11,4.970659999999043
53321,SIA807,200,104.0887345,1.359278653,53326,195,5,,2,0,1,0,251.5715703,203.4610334,7050.0,330.0,5,1800,11.20088478,268.7049986,0,True,9.0,VTK,9.650443383,11,4.970659999999043
53368,SIA807,220,104.0693665,1.303136665,53396,210,28,,2,0,0,1,245.2225231,196.1306345,6400.0,330.0,5,1800,10.84831665,303.5119744,0,True,9.0,DOSPA,5.984933357,11,5.984000000004016
53388,SIA921,220,104.2573652,1.149421278,53398,210,10,,2,0,0,1,246.5469613,265.827642,8250.0,330.0,5,1800,37.80819645,307.6281406,0,True,4.0,IGNON,4.634530112,11,2.591999999996915
53533,HYT9033,280,104.1045832,2.394424416,53551,270,18,,2,0,0,1,304.3658359,179.8384438,13850.0,330.0,5,1800,116.0816521,186.4104477,0,True,9.0,PIBAP,12.38070458,10,3.680000000000291
53681,HYT9033,260,104.1049664,2.1559384,53694,270,13,,2,0,0,1,295.9606639,179.4985897,11337.5,330.0,5,1800,89.78400803,188.3270649,0,True,9.0,PASPU,18.62519903,10,3.583999999995285
53696,MYU934,220,104.207027,1.145836674,53730,210,34,,1,0,0,1,240.3871865,266.0855779,9975.0,330.0,5,1800,33.82589895,313.961947,0,True,4.0,IGNON,0.982021921,10,4.288000000000466
53901,SIA906,4000,104.114827,1.139040124,53922,6000,21,,1,1,0,0,239.1830233,266.7376325,7025.0,330.0,5,1800,28.03875394,329.8128959,0,True,2.0,BTM,2.011273896,9,4.96639999999752
53936,HYT9033,250,104.105877,1.788909277,53961,250,25,,2,0,0,1,262.8102018,179.8939161,9075.0,330.0,5,1800,49.78132104,195.2616091,0,True,9.0,NYLON,19.13811859,9,3.7119999999995343
53978,HYT9033,7000,104.1061194,1.731857266,54000,7000,22,,2,1,0,0,253.1232833,180.0,9075.0,330.0,5,1800,43.70115914,197.4855608,0,True,9.0,NYLON,12.82951682,9,3.903999999994994
53996,CEB547,250,104.9292833,1.174978372,54038,250,42,,1,0,0,1,265.2168184,268.6614178,14050.0,330.0,5,1800,106.5797931,280.9573051,0,True,4.0,KEXAS,13.8363391,8,7.552000000003318
54105,PAL509,250,104.3319965,1.154448912,54135,240,30,,1,0,0,1,274.9623177,266.0048268,5175.0,330.0,5,1800,44.3810673,300.5000108,0,True,4.0,RUVIK,9.470782554,8,4.99199999999837
54197,PAL509,265,104.219718,1.146255601,54227,275,30,,1,0,1,0,236.9884157,265.8459882,4050.0,330.0,5,1800,34.82385698,312.2953784,0,True,4.0,IGNON,0.432604278,7,6.463999999999942
54255,HYT9033,200,104.0963899,1.376724243,54273,195,18,,2,0,1,0,246.7216938,203.2588686,7075.0,330.0,5,1800,12.24696455,259.6848842,0,True,9.0,VTK,9.289782976,7,4.7039999999979045
54255,HYT9033,5000,104.0963899,1.376724243,54280,2000,25,,2,1,0,0,246.7216938,203.2588686,7075.0,330.0,5,1800,12.24696455,259.6848842,0,True,9.0,VTK,9.289782976,7,4.7039999999979045
54288,HYT9033,220,104.0806368,1.337119918,54316,170,28,,2,0,0,1,249.7040734,197.1043128,6850.0,330.0,5,1800,10.53248517,282.1164411,0,True,9.0,RWY 02C DER,9.468950782,7,5.663999999997031
54461,CEB547,220,104.3038204,1.152959112,54482,220,21,,1,0,0,1,247.3329071,265.4010418,9050.0,330.0,5,1800,41.80208455,302.8747806,0,True,4.0,IGNON,9.819628687,5,4.629329999996116
54461,CEB547,8000,104.3038204,1.152959112,54478,8000,17,,1,1,0,0,247.3329071,265.4010418,9050.0,330.0,5,1800,41.80208455,302.8747806,0,True,4.0,IGNON,9.819628687,5,4.629329999996116
54512,TGW617,250,104.1063055,1.662277076,54557,260,45,,2,0,0,1,302.1969914,179.4548653,12250.0,330.0,5,1800,36.40348293,201.1779718,0,True,9.0,NYLON,5.135682652,5,3.3280000000013388
54530,CEB547,260,104.220381,1.146814339,54542,260,12,,1,0,1,0,219.704798,265.2514898,8375.0,330.0,5,1800,34.8366986,312.13823,0,True,4.0,IGNON,0.508324827,5,3.552000000003318
54582,CEB547,7000,104.1626803,1.138275024,54599,0,17,,1,1,0,0,211.7223087,259.4610043,8050.0,330.0,5,1800,31.1225282,321.3965783,0,True,4.0,BTM,3.331332382,5,5.536000000000058
54773,TGW617,200,104.0724917,1.321338639,54777,195,4,,2,0,1,0,219.9100894,203.3910807,8075.0,330.0,5,1800,10.19523514,292.8897109,0,True,9.0,DOSPA,7.943145628,4,3.263999999995576
